age,language,urban_rural,region,electricity_nearby,piped_water_nearby,sweage_system_nearby,post_office_nearby,school_nearby,soldiers_nearby,customs_checkpoints_nearby,situation_country,situation_personal,armed_forces_trust,courts_law_trust
29,Hausa,Urban,KATSINA,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Fairly Good,Somewhat,Don’t know
38,Hausa,Urban,KATSINA,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
35,Other,Urban,TARABA,Yes,Yes,No,No,No,No,No,Neither good nor bad,Fairly Good,Not at all,Just a little
29,Hausa,Urban,KATSINA,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Very good,Just a little,Somewhat
22,Other,Urban,TARABA,Yes,Yes,No,No,No,No,No,Fairly Bad,Fairly Bad,Somewhat,Somewhat
25,Other,Urban,TARABA,Yes,Yes,No,No,No,No,No,Very good,Very good,Somewhat,Just a little
28,Hausa,Urban,KATSINA,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Fairly Good,Somewhat,Somewhat
42,Hausa,Urban,KATSINA,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,A lot,Don’t know
23,Hausa,Urban,KATSINA,Yes,Yes,Yes,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Not at all,Not at all
53,Hausa,Urban,KATSINA,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,Just a little,Just a little
22,Nupe,Rural,NIGER,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,Somewhat,A lot
60,Nupe,Rural,NIGER,No,No,No,No,No,No,No,Very Bad,Very Bad,Don’t know,Not at all
35,Nupe,Rural,NIGER,No,No,No,No,No,No,No,Very good,Fairly Bad,Somewhat,Don’t know
23,Ijaw,Rural,BAYELSA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
37,Pidgin English,Rural,BAYELSA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
20,English,Urban,ONDO,No,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Just a little,Just a little
32,English,Rural,BAYELSA,No,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Not at all,Not at all
80,Nupe,Rural,NIGER,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
72,Yoruba,Urban,ONDO,No,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Just a little,Somewhat
26,Yoruba,Urban,ONDO,No,No,No,No,Yes,No,No,Fairly Bad,Very Bad,Just a little,Just a little
35,Yoruba,Urban,ONDO,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
30,Ijaw,Rural,BAYELSA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Don’t know
50,Nupe,Rural,NIGER,No,No,No,No,No,No,No,Very Bad,Very Bad,Not at all,Just a little
25,Nupe,Rural,NIGER,No,No,No,No,No,No,No,Very good,Fairly Bad,Just a little,Just a little
25,Ijaw,Rural,BAYELSA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
32,Yoruba,Urban,ONDO,No,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Somewhat
27,Nupe,Rural,NIGER,No,No,No,No,No,No,No,Very Bad,Fairly Bad,Somewhat,Somewhat
65,Yoruba,Urban,ONDO,No,No,No,No,Yes,No,No,Fairly Good,Very good,Somewhat,Just a little
46,English,Rural,BAYELSA,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
33,Yoruba,Urban,ONDO,No,No,No,No,Yes,No,No,Very Bad,Fairly Good,Not at all,Not at all
31,Nupe,Rural,NIGER,No,No,No,No,No,No,No,Very Bad,Very Bad,Don’t know,Not at all
35,English,Rural,BAYELSA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Not at all
28,Yoruba,Urban,ONDO,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
23,Ijaw,Rural,BAYELSA,No,No,No,No,Yes,No,No,Very Bad,Fairly Bad,A lot,Not at all
40,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,Yes,Yes,Fairly Bad,Fairly Bad,Just a little,Somewhat
24,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,Yes,Yes,Fairly Good,Fairly Good,Somewhat,Just a little
36,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,Yes,Yes,Fairly Bad,Fairly Bad,Just a little,Somewhat
30,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,Yes,Yes,Very good,Very good,Don’t know,Don’t know
40,Other,Urban,BAYELSA,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,A lot,Somewhat
34,Pidgin English,Urban,BAYELSA,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
32,English,Urban,BAYELSA,Yes,Yes,Yes,No,Yes,No,No,Neither good nor bad,Fairly Good,Don’t know,Just a little
48,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,Yes,Yes,Fairly Good,Fairly Good,Somewhat,Don’t know
28,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,Yes,Yes,Fairly Bad,Fairly Bad,Just a little,Somewhat
18,Other,Urban,BAYELSA,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Fairly Bad,A lot,Just a little
20,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,Yes,Yes,Fairly Bad,Very Bad,Just a little,Somewhat
25,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,Yes,Yes,Very good,Very good,A lot,A lot
30,Nupe,Rural,NIGER,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
58,Nupe,Rural,NIGER,No,No,No,No,Yes,No,No,Very Bad,Fairly Good,Somewhat,Just a little
22,Nupe,Rural,NIGER,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,A lot,Just a little
29,Nupe,Rural,NIGER,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
38,Igbo,Urban,BAYELSA,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
26,English,Urban,BAYELSA,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Fairly Good,Not at all,Not at all
36,Hausa,Rural,KATSINA,Yes,Yes,Yes,No,Yes,Yes,Yes,Fairly Good,Fairly Good,Just a little,Just a little
40,English,Urban,BAYELSA,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
28,Hausa,Rural,KATSINA,Yes,Yes,Yes,No,Yes,Yes,Yes,Very good,Very good,Somewhat,Don’t know
52,Hausa,Rural,KATSINA,Yes,Yes,Yes,No,Yes,Yes,Yes,Fairly Bad,Fairly Bad,Somewhat,Just a little
35,Other,Urban,BAYELSA,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Fairly Good,A lot,A lot
50,Nupe,Rural,NIGER,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
22,Hausa,Rural,KATSINA,Yes,Yes,Yes,No,Yes,Yes,Yes,Fairly Good,Very good,Just a little,Somewhat
65,Nupe,Rural,NIGER,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Don’t know,Don’t know
80,Nupe,Rural,NIGER,No,No,No,No,Yes,No,No,Very Bad,Fairly Good,Just a little,Not at all
19,Nupe,Rural,NIGER,No,No,No,No,Yes,No,No,Fairly Good,Very good,A lot,A lot
25,Hausa,Rural,TARABA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
22,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Very good,Very good,Just a little,Just a little
30,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Somewhat,Somewhat
40,Hausa,Rural,TARABA,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Somewhat
29,Hausa,Rural,KATSINA,Yes,Yes,Yes,No,Yes,Yes,Yes,Fairly Good,Fairly Good,Just a little,Just a little
23,Hausa,Rural,KATSINA,Yes,Yes,Yes,No,Yes,Yes,Yes,Fairly Bad,Fairly Bad,Just a little,Just a little
21,Hausa,Rural,KATSINA,Yes,Yes,Yes,No,Yes,Yes,Yes,Very good,Very good,Somewhat,Just a little
24,Hausa,Rural,KATSINA,Yes,Yes,Yes,No,Yes,Yes,Yes,Fairly Good,Fairly Good,Just a little,Just a little
35,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Very good,Fairly Good,Don’t know,Just a little
20,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
50,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Not at all
21,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
32,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
25,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
56,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Somewhat
45,Hausa,Urban,NIGER,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
21,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,A lot,Just a little
36,Hausa,Urban,NIGER,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
35,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,Yes,Fairly Good,Fairly Good,Somewhat,Somewhat
43,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,Yes,Fairly Good,Fairly Good,Not at all,Not at all
31,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,Yes,Fairly Good,Neither good nor bad,Just a little,Somewhat
30,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,Yes,Very Bad,Fairly Bad,Just a little,Just a little
20,Hausa,Urban,NIGER,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Not at all
23,Nupe,Urban,NIGER,Yes,Yes,Yes,No,Yes,No,No,Neither good nor bad,Fairly Good,Just a little,Just a little
48,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Very good,Neither good nor bad,Just a little,Somewhat
19,English,Rural,TARABA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
20,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Very Bad,Fairly Bad,A lot,Somewhat
45,Other,Rural,TARABA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
35,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,Yes,Fairly Bad,Neither good nor bad,Somewhat,Not at all
30,Hausa,Urban,NIGER,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Not at all,Not at all
35,English,Urban,OYO,Yes,No,No,Yes,Yes,No,Yes,Very Bad,Very Bad,A lot,Somewhat
22,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,Yes,Fairly Bad,Very good,Not at all,Somewhat
28,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,Yes,Very Bad,Fairly Good,Not at all,Not at all
19,Hausa,Urban,NIGER,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,Just a little,Not at all
26,Hausa,Urban,NIGER,Yes,Yes,Yes,No,Yes,No,No,Very good,Fairly Good,Just a little,Just a little
36,Nupe,Urban,NIGER,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
34,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,Yes,Fairly Good,Fairly Good,Somewhat,Somewhat
29,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,Yes,Very good,Very good,Somewhat,Somewhat
49,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,Yes,Fairly Good,Fairly Good,Just a little,Just a little
19,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,Yes,Fairly Good,Fairly Good,Just a little,Just a little
35,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
28,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Somewhat
25,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Very good,Very good,Not at all,Not at all
40,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Just a little
38,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,Yes,Fairly Bad,Fairly Bad,Just a little,Just a little
41,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,Yes,Fairly Good,Very good,Don’t know,Don’t know
20,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,Yes,Fairly Good,Fairly Good,Somewhat,Just a little
22,English,Urban,OYO,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Not at all,Just a little
20,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,Yes,Very good,Very good,A lot,Don’t know
32,English,Urban,OYO,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Somewhat,Just a little
28,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Fairly Good,Very good,Not at all,Not at all
40,Pidgin English,Urban,OYO,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
18,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Very Bad,Very good,Don’t know,Don’t know
37,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
23,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Very good,Very good,Just a little,Just a little
35,Hausa,Urban,NIGER,Yes,No,Yes,No,Yes,No,No,Fairly Bad,Fairly Good,Just a little,Just a little
30,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
40,Hausa,Urban,NIGER,Yes,No,Yes,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Not at all,Somewhat
30,Hausa,Urban,NIGER,Yes,No,Yes,No,Yes,No,No,Fairly Bad,Very Bad,Not at all,Not at all
22,Igbo,Urban,NIGER,Yes,No,Yes,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
30,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Very good,Neither good nor bad,A lot,A lot
27,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
36,Hausa,Urban,NIGER,Yes,No,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
23,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
19,Igbo,Urban,NIGER,Yes,No,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Just a little
30,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Just a little
35,Yoruba,Urban,NIGER,Yes,No,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
20,Hausa,Urban,NIGER,Yes,No,Yes,No,Yes,No,No,Fairly Bad,Fairly Good,Not at all,Not at all
27,Anang,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
40,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,No,Very Bad,Very Bad,Not at all,Don’t know
32,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,No,Fairly Bad,Fairly Good,A lot,A lot
27,Pidgin English,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Not at all,Not at all
38,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
43,Ibibio,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,A lot,Somewhat
59,English,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Very good,Fairly Good,A lot,Somewhat
32,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,No,Neither good nor bad,Fairly Good,Somewhat,Somewhat
18,Hausa,Rural,NIGER,Yes,No,No,No,Yes,No,No,Very Bad,Very good,Somewhat,Just a little
75,Other,Rural,NIGER,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Don’t know
18,Igala,Rural,NIGER,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Not at all,Not at all
18,Other,Rural,NIGER,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Somewhat,Not at all
25,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
19,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,No,Fairly Good,Fairly Bad,Just a little,Just a little
25,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,No,Very Bad,Very Bad,A lot,Don’t know
20,Other,Rural,NIGER,Yes,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Somewhat,Somewhat
30,Yoruba,Urban,OYO,Yes,No,No,Yes,Yes,No,No,Very Bad,Fairly Good,Not at all,Not at all
38,English,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Not at all
45,Hausa,Rural,NIGER,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Somewhat,Somewhat
35,Other,Rural,NIGER,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Just a little
30,Other,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Very Bad,A lot,A lot
22,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Somewhat,Somewhat
18,Other,Rural,NIGER,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Not at all
49,Fulani,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Good,Fairly Good,A lot,Just a little
32,Pidgin English,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Fairly Good,Somewhat,Not at all
57,Fulani,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
40,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,No,Very good,Very good,Just a little,Somewhat
22,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
25,Fulani,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Good,Fairly Good,A lot,A lot
20,Fulani,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,A lot,A lot
25,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
28,Anang,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
40,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,A lot
24,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Not at all,Just a little
27,Fulani,Rural,ADAMAWA,No,No,No,No,No,No,No,Very Bad,Very Bad,Just a little,Just a little
47,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,No,Very good,Very good,A lot,A lot
38,Hausa,Rural,KATSINA,Yes,Yes,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
18,Fulani,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,A lot,Somewhat
20,Fulani,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Bad,Neither good nor bad,A lot,A lot
33,Edo,Rural,NIGER,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Don’t know,Don’t know
45,Other,Rural,NIGER,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
32,Igbo,Rural,NIGER,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
45,Hausa,Rural,NIGER,Yes,Yes,No,No,Yes,No,No,Very Bad,Fairly Bad,Somewhat,Not at all
35,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Very good,Very good,A lot,Don’t know
32,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
25,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
21,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
20,Anang,Rural,AKWA IBOM,Yes,No,Yes,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Just a little
25,Esan,Rural,NIGER,Yes,Yes,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
32,Ebira,Rural,NIGER,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Good,Not at all,Just a little
30,Fulani,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
58,Hausa,Rural,NIGER,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Not at all,Not at all
32,Other,Rural,NIGER,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Not at all
25,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
68,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Not at all,Somewhat
38,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
23,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Very good,Very good,A lot,A lot
36,Pidgin English,Rural,AKWA IBOM,Yes,No,Yes,No,Yes,No,No,Fairly Bad,Fairly Bad,Not at all,Just a little
69,Other,Rural,AKWA IBOM,Yes,No,Yes,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
27,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Just a little
40,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Just a little,Just a little
62,English,Rural,AKWA IBOM,Yes,No,Yes,No,Yes,No,No,Very good,Neither good nor bad,Just a little,Not at all
24,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Very good,Very good,Somewhat,Somewhat
41,Hausa,Rural,KATSINA,Yes,Yes,Can't determine,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Somewhat
32,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
35,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
35,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
18,Efik,Rural,AKWA IBOM,Yes,No,Yes,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
38,Yoruba,Urban,OYO,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,A lot
70,Other,Rural,AKWA IBOM,Yes,No,Yes,No,Yes,No,No,Neither good nor bad,Neither good nor bad,A lot,A lot
40,English,Rural,AKWA IBOM,Yes,No,Yes,No,Yes,No,No,Fairly Bad,Fairly Good,Just a little,Not at all
22,Pidgin English,Rural,AKWA IBOM,Yes,No,Yes,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,A lot
56,Other,Rural,ADAMAWA,No,No,No,No,No,No,No,Very Bad,Very Bad,Somewhat,Somewhat
47,Other,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,A lot,Somewhat
29,Other,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,A lot,A lot
27,Other,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Good,Fairly Good,A lot,A lot
20,Other,Rural,ADAMAWA,No,No,No,No,No,No,No,Very Bad,Very Bad,Just a little,Just a little
41,Other,Rural,ADAMAWA,No,No,No,No,No,No,No,Very Bad,Fairly Bad,Somewhat,Just a little
26,Other,Rural,ADAMAWA,No,No,No,No,No,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
35,Other,Rural,ADAMAWA,No,No,No,No,No,No,No,Very Bad,Very Bad,Somewhat,Just a little
20,Efik,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,A lot,Not at all
23,English,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Fairly Bad,A lot,A lot
45,English,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Neither good nor bad,Fairly Good,Not at all,Not at all
30,Ibibio,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
20,Other,Rural,ADAMAWA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
24,Hausa,Rural,ADAMAWA,No,No,No,No,Yes,No,No,Very good,Fairly Good,A lot,A lot
37,Fulani,Rural,ADAMAWA,No,No,No,No,Yes,No,No,Fairly Good,Very good,A lot,Somewhat
31,Fulani,Rural,ADAMAWA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
21,Efik,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
38,English,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Neither good nor bad,Just a little,Not at all
26,English,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Very Bad,Not at all,Not at all
30,Efik,Rural,AKWA IBOM,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Just a little,Not at all
36,Fulani,Rural,ADAMAWA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Not at all,Not at all
19,Other,Rural,ADAMAWA,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
21,Fulani,Rural,ADAMAWA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Somewhat,Just a little
65,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Don’t know,Just a little
25,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Not at all
23,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Very Bad,Very good,Somewhat,A lot
60,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Not at all,Not at all
28,Fulani,Rural,ADAMAWA,No,No,No,No,Yes,No,No,Fairly Bad,Very Bad,A lot,A lot
25,English,Rural,AKWA IBOM,Yes,No,No,No,Yes,No,Yes,Fairly Bad,Neither good nor bad,Just a little,Just a little
34,Efik,Rural,AKWA IBOM,Yes,No,No,No,Yes,No,Yes,Very Bad,Very Bad,Just a little,Not at all
